"Type","Comet","Obs date","Extinction","Meth","Comet vis","Mag","Conditions","Ref cat","Inst T","App","Inst F","Inst P","Coma vis","Coma","Coma notes","DC","Tail vis","Tail","Tail unit","PA","User","Association","Country","Location","Comment","Sky quality","Sky quality method","Reference stars"
"VIS","C/2023 A3","2024-04-13 13:44","","M","","10.7","","AA","L","11.4","","52","","1.50'","","7.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-12 00:30","","M","","10.8","","TK","L","30.0","","115","","1.00'","","6.5","","","","","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-13 00:40","","M","","10.6","","TK","L","30.0","","115","","1.00'","","6.0","","","","","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-16 21:50","","M","","10.5","","AQ","B","10.0","","25","","1.50'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-18 17:31","x","M","","10.7","","AQ","L","25.0","5","40","","1.50'","","6.0","","4.00'","'","83°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-30 22:54","","M","","10.1","","TK","B","8.0","","20","","1.70'","","4.5","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","Slight interference of high clouds, but it was better than the night before.","","",""
"VIS","C/2023 A3","2024-04-30 13:26","","M","","10.2","","AA","L","11.4","","52","","1.50'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-25 20:52","","M","","10.3","","TT","B","10.0","","25","","1.20'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-03 05:45","","M","","11.5","","AQ","L","30.0","5","65","","2.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-10 06:00","","M","","10.8","","AQ","L","30.0","5","65","","3.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-19 06:00","","M","","10.6","","AQ","L","30.0","5","65","","2.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-26 12:03","","M","","10.3","","AA","L","11.4","","36","","1.50'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-26 12:04","","M","","10.1","","AA","L","11.4","","52","","1.50'","","7.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-04-26 19:40","","M","","10.2","","TT","B","10.0","","25","","1.60'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-27 21:21","","M","","10.3","","TT","L","32.6","5","114","","1.20'","","6.0","","6.00'","'","100°","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-27 21:45","","M","","10.4","","TK","L","30.0","5","88","","1.20'","","6.0","","7.00'","'","103°","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-26 09:21","x","M","","11.0","","AQ","L","25.0","5","40","","0.80'","","6.0","","1.60'","'","87°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-28 10:04","x","M","","10.5","","AQ","L","25.0","5","40","","1.60'","","6.0","","3.20'","'","97°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-28 20:09","","M","","10.3","","TT","B","10.0","","25","","1.50'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-03-09 00:14","","M","","12.2","","AQ","L","32.6","5","114","","0.80'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-05 11:53","","M","","9.9","","AA","L","11.4","","52","","2.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-05-09 20:23","","M","","10.1","","TT","B","10.0","","25","","1.80'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-04 21:50","","M","","10.3","","TK","L","25.0","5","71","","1.30'","","5.0","","","","","BAN02","","Poland","","","21.1","SQM-L",""
"VIS","C/2023 A3","2024-01-21 17:02","x","M","","13.9","","AQ","L","40.0","4","108","","0.50'","","7.5","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-03 12:28","","M","","10.8","","TJ","L","40.0","4","75","","0.90'","","7.5","","2.50'","'","100°","YOS04","British Astronomical Association","Japan","","","","",""
"VIS","C/2023 A3","2024-05-02 21:35","","M","","10.9","","TJ","L","41.0","4","57","","0.70'","","4.0","","","","","SHU","British Astronomical Association","Belarus","","","","",""
"VIS","C/2023 A3","2024-05-04 11:45","","M","","11.1","","TJ","L","40.0","4","75","","1.00'","","7.5","","4.20'","'","110°","YOS04","British Astronomical Association","Japan","","","","",""
"VIS","C/2023 A3","2024-05-29 23:02","","M","","10.2","","TK","B","8.0","","20","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-29 23:16","","M","","10.2","","TK","L","15.0","5","37","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-04 21:00","","M","","10.4","","TK","L","30.0","5","115","","1.20'","","6.0","","5.00'","'","110°","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-26 08:24","x","M","","10.6","","AQ","L","25.0","5","40","","1.20'","","6.0","","8.00'","'","102°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-13 23:02","","M","","10.7","","TI","T","20.0","10","57","","1.50'","","6.0","","","","","LAB02","","Spain","","","","",""
"VIS","C/2023 A3","2024-05-07 11:31","x","M","","10.8","","AQ","L","40.0","4","59","","1.00'","","6.0","","5.40'","'","100°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-30 23:31","","M","","10.1","","TK","B","8.0","","20","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-12 20:23","","M","","10.0","","TT","B","10.0","","25","","1.80'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-06-19 21:35","","M","","10.3","","TK","L","27.0","5","55","","2.00'","","5.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-20 21:35","","M","","10.4","","TK","L","27.0","5","55","","3.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-23 21:50","","M","","10.1","","TK","L","27.0","5","55","","3.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-30 23:45","","M","","10.1","","TK","L","15.0","5","37","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-01-18 16:19","x","M","","13.9","","AQ","L","40.0","4","108","","0.60'","","6.0","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-03 11:36","","M","","10.2","","AA","L","11.4","","52","","1.50'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-06-03 08:24","x","M","","10.6","","AQ","L","25.0","5","40","","1.00'","","6.0","","10.00'","'","110°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-24 21:35","","M","","10.3","","TJ","L","41.0","4","57","","0.70'","","4.5","","","","","SHU","British Astronomical Association","Belarus","","","","",""
"VIS","C/2023 A3","2024-05-26 21:15","","M","","10.3","","TK","L","30.0","5","115","","1.40'","","5.0","","","","","KWI","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-30 22:07","","M","","10.1","","GG","M","15.2","5","","","","","2.0","","","","","CZY","","Germany","Erding / Germany","","","",""
"VIS","C/2023 A3","2024-05-02 22:03","","M","","10.1","","GG","M","15.2","5","","","","","2.0","","","","","CZY","","Germany","Erding / Germany","","","",""
"VIS","C/2023 A3","2024-05-31 22:33","","M","","10.1","","TK","B","8.0","","20","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-28 09:35","x","M","","10.7","","AQ","L","25.0","5","40","","1.30'","","6.0","","5.30'","'","117°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-02 11:32","","M","","10.2","","AA","L","11.4","","52","","1.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-07-01 21:50","","M","","10.1","","TK","L","27.0","5","55","","4.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-07-02 21:50","","M","","10.0","","TK","L","27.0","5","55","","4.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-07-06 22:04","","M","","10.0","","TK","L","27.0","5","55","","4.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-01 12:28","x","M","","10.4","","AQ","L","25.0","5","40","","1.70'","","6.0","","4.00'","'","97°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-31 22:47","","M","","10.2","","TK","L","15.0","5","37","","1.00'","","7.0","","","","","SOU01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-13 20:40","","M","","10.1","","TK","L","25.0","5","71","","1.50'","","4.5","","","","","BAN02","","Poland","","","20.5","SQM-L",""
"VIS","C/2023 A3","2024-05-12 20:38","","M","","10.5","","TJ","L","41.0","4","57","","1.00'","","5.0","","2.50'","'","","SHU","British Astronomical Association","Belarus","","","","",""
"VIS","C/2023 A3","2024-05-13 22:26","","M","","10.0","","U4","B","8.0","","20","","2.20'","","5.5","","","","","BIE02","Society for Interplanetary Matter","Czech Republic","Czech Republic, Brno","It seemed brighter than the night before. Slight interference of a bright sky because of the Moon setting behind the hills.","","",""
"VIS","C/2023 A3","2024-05-08 22:47","","M","","10.3","","TK","L","20.0","5","76","","1.60'","","5.0","","1.80'","'","93°","MAS01","Society for Interplanetary Matter","Czech Republic","","","","",""
"VIS","C/2023 A3","2024-05-29 08:52","x","M","","10.7","","AQ","L","40.0","4","108","","2.00'","","6.0","","10.00'","'","100°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-14 21:20","","M","","10.3","","TK","L","30.0","5","115","","1.20'","","5.0","","5.00'","'","100°","KWI","Polish Comet Observers","Poland","","Moon","","",""
"VIS","C/2023 A3","2024-02-16 02:52","","M","","12.4","","AQ","L","32.6","5","114","","1.00'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-15 20:23","","M","","10.0","","TT","B","10.0","","25","","1.80'","","5.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-05-15 21:40","","M","","10.2","","TK","L","30.0","5","115","","1.10'","","5.0","","5.00'","'","100°","KWI","Polish Comet Observers","Poland","","Moon","","",""
"VIS","C/2023 A3","2024-03-11 06:43","","M","","12.5","","AQ","L","30.0","5","100","","1.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-03-12 06:43","","M","","12.5","","AQ","L","30.0","5","100","","1.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-03-13 06:43","","M","","12.4","","AQ","L","30.0","5","100","","1.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-04-05 21:07","","M","","10.9","","AQ","B","10.0","","25","","1.50'","","6.0","","","","","GUZ","Polish Comet Observers","Poland","","","","",""
"VIS","C/2023 A3","2024-04-07 11:31","x","M","","11.1","","AQ","L","40.0","4","59","","0.70'","","7.0","","2.00'","'","63°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-04-08 14:12","","M","","10.8","","AA","L","11.4","","36","","2.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-07-09 08:52","x","M","","9.7","","TK","B","7.0","","15","","2.10'","","4.5","","","","","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-07-01 12:23","","M","","9.9","","TK","L","11.4","","36","","2.00'","","6.0","","","","","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-05-13 23:45","","M","","10.1","","TK","L","30.0","5","65","","2.00'","","5.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-11 23:31","","M","","10.1","","TK","L","30.0","5","65","","3.00'","","5.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-08 23:31","","M","","10.2","","TK","L","30.0","5","65","","2.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-07 23:45","","M","","10.2","","TK","L","30.0","5","65","","3.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-04 15:37","","M","","10.5","","TK","L","61.0","3","118","","","","4.0","","4.00'","'","","YIaa","International Comet Quarterly","Korea Republic of","Yeongyang","","","","TYC 0276-0139-1, TYC 0276-0579-1"
"VIS","C/2023 A3","2024-05-06 23:31","","M","","10.2","","TK","L","30.0","5","65","","2.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-01 12:42","","M","","9.9","","AA","L","11.4","","52","","2.00'","","6.0","","3.00'","'","110°","PIL04","","Philippines","San Rafael, Bulacan, Philippines","","","",""
"VIS","C/2023 A3","2024-06-11 08:38","x","M","","10.3","","AQ","L","25.0","5","40","","1.40'","","6.0","","10.00'","'","106°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-05 23:45","","M","","10.2","","TK","L","30.0","5","65","","3.00'","","4.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-07-10 08:23","x","M","","9.6","","TK","L","25.0","5","40","","2.50'","","6.0","","18.00'","'","104°","WYA","British Astronomical Association","Australia","","","","",""
"VIS","C/2023 A3","2024-05-29 23:31","","M","","10.4","","TK","L","27.0","5","55","","3.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-30 23:45","","M","","10.3","","TK","L","27.0","5","55","","3.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-05-31 23:31","","M","","10.3","","TK","L","27.0","5","55","","3.00'","","4.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-01 23:45","","M","","10.4","","TK","L","27.0","5","55","","3.00'","","5.0","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-02 23:31","","M","","10.5","","TK","L","27.0","5","55","","3.00'","","5.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
"VIS","C/2023 A3","2024-06-03 23:45","","M","","10.5","","TK","L","27.0","5","55","","4.00'","","5.5","","","","","DES01","Rede de Astronomia Observacional / Astronomy Brazilian Union","Brazil","","","","",""
